Country,Year,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,cement_co2,population,Country Code,tree_cover_extent_2000__ha,area__ha,tree_cover_loss__ha,gross_emissions_co2e_all_gases__Mg,pct_tree_cover_2000,pct_loss_vs_extent,co2_per_capita_calc,co2_growth_abs,co2_growth_prct,co2_change_pct,deforestation_pct,temp_anomaly
Argentina,2001,40.4,-2.9,15.58164383561644,948.7,41.1,77.4,3281.0713083333335,135.137,3.592,2.008,64.334,64.807,2.481,37624818,ARG,39069969.44,277905833.7,147801.6797,32550580.95,14.058707915493462,0.3782999623968992,3.591698436920014,,,,0.3782999623968992,-0.176322928
Argentina,2002,36.2,-5.3,15.335068493150686,524.7,38.8,75.6,3427.1825416666666,124.931,3.285,1.579,57.495,62.618,1.729,38029346,ARG,39069969.44,277905833.7,104934.5176,25247896.36,14.058707915493462,0.2685810076231276,3.2851209168835034,-10.206,-7.552335778,-7.552335778,0.2685810076231276,-0.422898271
Argentina,2003,37.5,-2.5,16.36027397260274,416.4,44,81.7,3558.349741666667,134.481,3.5,2.48,59.355,69.068,2.28,38424284,ARG,39069969.44,277905833.7,249106.7574,48731735.68,14.058707915493462,0.6375913802096898,3.4998960553175174,9.549999999999997,7.644219609224279,7.644219609224279,0.6375913802096898,0.6023072086234009
Argentina,2004,35.9,-1.5,15.71065573770492,859.2,35.6,81,3447.6952555555554,157.049,4.046,2.532,67.813,82.913,2.701,38815915,ARG,39069969.44,277905833.7,433424.5697,86305030.06,14.058707915493462,1.1093547702042943,4.045995051256682,22.568000000000012,16.781552784408227,16.781552784408227,1.1093547702042943,-0.047311026
Argentina,2005,34.8,-3.4,15.802191780821918,406.4,36.8,69.1,3489.4735027777774,161.589,4.12,3.668,71.8,81.967,3.241,39216787,ARG,39069969.44,277905833.7,367246.4166,79708050.99,14.058707915493462,0.939971087,4.120403846444636,4.539999999999992,2.8908175155524685,2.8908175155524685,0.939971087,0.044225017
Argentina,2006,40.9,-2.1,16.333150684931507,522.6,45.4,84.2,3546.9651388888888,174.309,4.399,3.968,81.911,83.867,3.764,39622113,ARG,39069969.44,277905833.7,316414.0227,73106103.44,14.058707915493462,0.8098650376113526,4.399285823045329,12.719999999999999,7.871822958245911,7.871822958245911,0.8098650376113526,0.575183921
Argentina,2007,37.8,-5.9,15.23917808219178,534.1,37.9,71.6,3569.3426027777778,173.581,4.338,3.759,77.952,87.178,3.998,40016766,ARG,39069969.44,277905833.7,425335.8673,86998553,14.058707915493462,1.0886516508624124,4.33770685,-0.728,-0.417649117,-0.417649117,1.0886516508624124,-0.518788682
Argentina,2008,36.2,-1.1,16.612841530054645,448.6,40.7,77.4,3632.354163888889,187.342,4.634,3.975,88.658,90.12,3.99,40424149,ARG,39069969.44,277905833.7,592718.7566,133264861.7,14.058707915493462,1.517069926328563,4.6344080119039734,13.761000000000024,7.927710982192759,7.927710982192759,1.517069926328563,0.8548747660753051
Argentina,2009,38.3,-3.1,16.766027397260274,348.3,44,89.6,3713.6268333333333,178.181,4.361,3.305,82.38,87.993,3.81,40854832,ARG,39069969.44,277905833.7,309853.6412,70116286.51,14.058707915493462,0.7930736717771029,4.361320100398406,-9.161,-4.889987296,-4.889987296,0.7930736717771029,1.0080606332809339
Argentina,2010,38.5,-5.1,16.035890410958906,407,50.1,92.2,3604.069544444444,185.946,4.504,4.082,90.145,86.928,4.178,41288694,ARG,39069969.44,277905833.7,413246.0205,95353373.14,14.058707915493462,1.0577075601111603,4.503557318,7.764999999999986,4.357928174159986,4.357928174159986,1.0577075601111605,0.2779236469795663
Argentina,2011,36.6,-2.9,15.85013698630137,681.1,41.5,75.2,3589.842225,189.775,4.548,4.825,86.906,92.586,4.586,41730655,ARG,39069969.44,277905833.7,499194.7438,109718858.7,14.058707915493462,1.2776942264227171,4.5476161349492354,3.8290000000000077,2.059199982790716,2.059199982790716,1.2776942264227173,0.092170222
